user_id;date;category;screen_time;day_of_week;day_name
1088;2024-01-02 16:46;Productivity;0,98;2;Tuesday
1035;2024-01-02 17:30;Social;10,6;2;Tuesday
1062;2024-01-02 18:14;Social;43,85;2;Tuesday
1019;2024-01-02 18:57;Entertainment;32,99;2;Tuesday
1099;2024-01-02 19:41;Entertainment;12,09;2;Tuesday
1043;2024-01-02 20:25;Utilities;33,17;2;Tuesday
1086;2024-01-02 21:09;Social;21,21;2;Tuesday
1058;2024-01-02 21:52;Social;8,03;2;Tuesday
1090;2024-01-02 22:36;Utilities;27,75;2;Tuesday
1030;2024-01-02 23:20;Social;17,89;2;Tuesday
1050;2024-01-03 00:03;Social;8,14;3;Wednesday
1054;2024-01-03 00:47;Utilities;10,18;3;Wednesday
1001;2024-01-03 01:31;Social;36,72;3;Wednesday
1021;2024-01-03 02:14;Productivity;68,02;3;Wednesday
1039;2024-01-03 02:58;Social;8,91;3;Wednesday
1001;2024-01-03 03:42;Social;3,9;3;Wednesday
1076;2024-01-03 04:26;Social;18,99;3;Wednesday
1037;2024-01-03 05:09;Social;41,27;3;Wednesday
1069;2024-01-03 05:53;Social;39,72;3;Wednesday
1032;2024-01-03 06:37;Social;2,6;3;Wednesday
1068;2024-01-03 07:20;Entertainment;53,45;3;Wednesday
1085;2024-01-03 08:04;Entertainment;7,01;3;Wednesday
1029;2024-01-03 08:48;Utilities;43,36;3;Wednesday
1043;2024-01-03 09:31;Entertainment;30,3;3;Wednesday
1011;2024-01-03 10:15;Utilities;4,03;3;Wednesday
1007;2024-01-03 10:59;Utilities;37,65;3;Wednesday
1036;2024-01-03 11:42;Utilities;13,83;3;Wednesday
1049;2024-01-03 12:26;Entertainment;9,84;3;Wednesday
1046;2024-01-03 13:10;Entertainment;30,23;3;Wednesday
1096;2024-01-03 13:54;Utilities;20,25;3;Wednesday
1004;2024-01-03 14:37;Social;53,19;3;Wednesday
1003;2024-01-03 15:21;Utilities;21,09;3;Wednesday
1016;2024-01-03 16:05;Entertainment;34,43;3;Wednesday
1046;2024-01-03 16:48;Social;1,81;3;Wednesday
1031;2024-01-03 17:32;Productivity;23,94;3;Wednesday
1086;2024-01-03 18:16;Social;5,5;3;Wednesday
1042;2024-01-03 18:59;Utilities;3,66;3;Wednesday
1096;2024-01-03 19:43;Social;49,78;3;Wednesday
1071;2024-01-03 20:27;Entertainment;1,06;3;Wednesday
1023;2024-01-03 21:10;Utilities;45,77;3;Wednesday
1044;2024-01-03 21:54;Social;29,9;3;Wednesday
1076;2024-01-03 22:38;Utilities;59,13;3;Wednesday
1020;2024-01-03 23:22;Utilities;4,85;3;Wednesday
1047;2024-01-04 00:05;Utilities;20,25;4;Thursday
1005;2024-01-04 00:49;Utilities;38,76;4;Thursday
1055;2024-01-04 01:33;Social;102,75;4;Thursday
1095;2024-01-04 02:16;Utilities;73,66;4;Thursday
1034;2024-01-04 03:00;Utilities;45,09;4;Thursday
1084;2024-01-04 03:44;Productivity;31,55;4;Thursday
1001;2024-01-04 04:27;Social;13,49;4;Thursday
1018;2024-01-04 05:11;Productivity;21,91;4;Thursday
1079;2024-01-04 05:55;Social;17,06;4;Thursday
1071;2024-01-04 06:39;Entertainment;33,67;4;Thursday
1022;2024-01-04 07:22;Productivity;5,75;4;Thursday
1078;2024-01-04 08:06;Productivity;3,32;4;Thursday
1021;2024-01-04 08:50;Productivity;9,39;4;Thursday
1095;2024-01-04 09:33;Entertainment;18,12;4;Thursday
1019;2024-01-04 10:17;Productivity;2,91;4;Thursday
1022;2024-01-04 11:01;Social;16,11;4;Thursday
1071;2024-01-04 11:44;Utilities;20,22;4;Thursday
1023;2024-01-04 12:28;Productivity;24,14;4;Thursday
1034;2024-01-04 13:12;Utilities;0,67;4;Thursday
1020;2024-01-04 13:55;Entertainment;37,65;4;Thursday
1017;2024-01-04 14:39;Productivity;24,88;4;Thursday
1077;2024-01-04 15:23;Social;25,82;4;Thursday
1068;2024-01-04 16:07;Productivity;3,5;4;Thursday
1090;2024-01-04 16:50;Utilities;55,3;4;Thursday
1029;2024-01-04 17:34;Utilities;28,41;4;Thursday
1057;2024-01-04 18:18;Productivity;13,93;4;Thursday
1007;2024-01-04 19:01;Entertainment;14,09;4;Thursday
1069;2024-01-04 19:45;Utilities;2,2;4;Thursday
1091;2024-01-04 20:29;Social;47,31;4;Thursday
1072;2024-01-04 21:12;Utilities;6,15;4;Thursday
1054;2024-01-04 21:56;Entertainment;4,7;4;Thursday
1081;2024-01-04 22:40;Productivity;61,13;4;Thursday
1095;2024-01-04 23:23;Productivity;15,05;4;Thursday
1073;2024-01-05 00:07;Utilities;39,93;5;Friday
1001;2024-01-05 00:51;Productivity;4,18;5;Friday
1025;2024-01-05 01:35;Entertainment;25,36;5;Friday
1067;2024-01-05 02:18;Entertainment;40,04;5;Friday
1099;2024-01-05 03:02;Entertainment;8,92;5;Friday
1029;2024-01-05 03:46;Productivity;9,01;5;Friday
1023;2024-01-05 04:29;Entertainment;14,9;5;Friday
1005;2024-01-05 05:13;Social;19,98;5;Friday
1045;2024-01-05 05:57;Productivity;12,25;5;Friday
1037;2024-01-05 06:40;Entertainment;36,94;5;Friday
1007;2024-01-05 07:24;Utilities;22,17;5;Friday
1029;2024-01-05 08:08;Entertainment;24,13;5;Friday
1026;2024-01-05 08:52;Utilities;5,21;5;Friday
1009;2024-01-05 09:35;Entertainment;12,18;5;Friday
1021;2024-01-05 10:19;Utilities;2,42;5;Friday
1076;2024-01-05 11:03;Entertainment;19,55;5;Friday
1005;2024-01-05 11:46;Productivity;67,2;5;Friday
1050;2024-01-05 12:30;Utilities;63,36;5;Friday
1065;2024-01-05 13:14;Utilities;93,37;5;Friday
1098;2024-01-05 13:57;Social;36,46;5;Friday
1047;2024-01-05 14:41;Utilities;20,34;5;Friday
1066;2024-01-05 15:25;Utilities;60,67;5;Friday
1090;2024-01-05 16:08;Utilities;22,23;5;Friday
1073;2024-01-05 16:52;Social;11,81;5;Friday
1000;2024-01-05 17:36;Social;90,65;5;Friday
1045;2024-01-05 18:20;Social;12,73;5;Friday
1033;2024-01-05 19:03;Productivity;0,6;5;Friday
1050;2024-01-05 19:47;Utilities;37,56;5;Friday
1079;2024-01-05 20:31;Entertainment;19,16;5;Friday
1023;2024-01-05 21:14;Productivity;29,16;5;Friday
1023;2024-01-05 21:58;Entertainment;23,92;5;Friday
1053;2024-01-05 22:42;Utilities;6,34;5;Friday
1018;2024-01-05 23:25;Entertainment;98,93;5;Friday
1079;2024-01-06 00:09;Social;61,78;6;Saturday
1042;2024-01-06 00:53;Entertainment;10,34;6;Saturday
1009;2024-01-06 01:36;Social;168,18;6;Saturday
1008;2024-01-06 02:20;Productivity;15,97;6;Saturday
1026;2024-01-06 03:04;Productivity;7,09;6;Saturday
1021;2024-01-06 03:48;Social;12,26;6;Saturday
1056;2024-01-06 04:31;Productivity;11,29;6;Saturday
1027;2024-01-06 05:15;Utilities;1,91;6;Saturday
1062;2024-01-06 05:59;Utilities;10,48;6;Saturday
1038;2024-01-06 06:42;Entertainment;8,72;6;Saturday
1060;2024-01-06 07:26;Social;41,16;6;Saturday
1039;2024-01-06 08:10;Social;9,11;6;Saturday
1025;2024-01-06 08:53;Utilities;1,87;6;Saturday
1097;2024-01-06 09:37;Social;60,32;6;Saturday
1094;2024-01-06 10:21;Social;18,48;6;Saturday
1067;2024-01-06 11:05;Social;102,61;6;Saturday
1098;2024-01-06 11:48;Utilities;8,23;6;Saturday
1006;2024-01-06 12:32;Social;11,89;6;Saturday
1096;2024-01-06 13:16;Utilities;45,32;6;Saturday
1094;2024-01-06 13:59;Social;20,68;6;Saturday
1033;2024-01-06 14:43;Entertainment;9,74;6;Saturday
1060;2024-01-06 15:27;Utilities;93,67;6;Saturday
1015;2024-01-06 16:10;Entertainment;11,26;6;Saturday
1027;2024-01-06 16:54;Entertainment;140,76;6;Saturday
1053;2024-01-06 17:38;Utilities;20,85;6;Saturday
1044;2024-01-06 18:21;Productivity;10,63;6;Saturday
1009;2024-01-06 19:05;Social;37,12;6;Saturday
1002;2024-01-06 19:49;Utilities;55,94;6;Saturday
1028;2024-01-06 20:33;Productivity;34,89;6;Saturday
1051;2024-01-06 21:16;Productivity;46,1;6;Saturday
1005;2024-01-06 22:00;Social;23,57;6;Saturday
1000;2024-01-06 22:44;Social;1,76;6;Saturday
1067;2024-01-06 23:27;Utilities;0,4;6;Saturday
1066;2024-01-07 00:11;Productivity;24,03;7;Sunday
1036;2024-01-07 00:55;Productivity;70,21;7;Sunday
1037;2024-01-07 01:38;Utilities;20,23;7;Sunday
1038;2024-01-07 02:22;Entertainment;104,09;7;Sunday
1054;2024-01-07 03:06;Entertainment;25,38;7;Sunday
1006;2024-01-07 03:49;Utilities;98,38;7;Sunday
1034;2024-01-07 04:33;Utilities;14,03;7;Sunday
1067;2024-01-07 05:17;Social;115,62;7;Sunday
1010;2024-01-07 06:01;Productivity;18,83;7;Sunday
1028;2024-01-07 06:44;Productivity;4,67;7;Sunday
1091;2024-01-07 07:28;Entertainment;0,73;7;Sunday
1037;2024-01-07 08:12;Utilities;84,58;7;Sunday
1046;2024-01-07 08:55;Social;13,48;7;Sunday
1065;2024-01-07 09:39;Productivity;26,59;7;Sunday
1016;2024-01-07 10:23;Entertainment;19,05;7;Sunday
1016;2024-01-07 11:06;Productivity;24,89;7;Sunday
1061;2024-01-07 11:50;Social;64,9;7;Sunday
1035;2024-01-07 12:34;Social;29,11;7;Sunday
1080;2024-01-07 13:18;Productivity;12,71;7;Sunday
1080;2024-01-07 14:01;Productivity;13,14;7;Sunday
1036;2024-01-07 14:45;Productivity;15,77;7;Sunday
1048;2024-01-07 15:29;Utilities;28,27;7;Sunday
1038;2024-01-07 16:12;Productivity;86,53;7;Sunday
1006;2024-01-07 16:56;Productivity;10,97;7;Sunday
1009;2024-01-07 17:40;Productivity;1,37;7;Sunday
1099;2024-01-07 18:23;Entertainment;26,75;7;Sunday
1073;2024-01-07 19:07;Utilities;33,81;7;Sunday
1021;2024-01-07 19:51;Social;40,08;7;Sunday
1009;2024-01-07 20:34;Social;3,75;7;Sunday
1034;2024-01-07 21:18;Utilities;1,94;7;Sunday
1022;2024-01-07 22:02;Social;36,58;7;Sunday
1035;2024-01-07 22:46;Productivity;15,2;7;Sunday
1084;2024-01-07 23:29;Productivity;23,53;7;Sunday
1073;2024-01-08 00:13;Utilities;50,97;1;Monday
1085;2024-01-08 00:57;Utilities;133,09;1;Monday
1080;2024-01-08 01:40;Social;18,63;1;Monday
1008;2024-01-08 02:24;Utilities;10,45;1;Monday
1073;2024-01-08 03:08;Social;46,14;1;Monday
1093;2024-01-08 03:51;Productivity;21,48;1;Monday
1075;2024-01-08 04:35;Social;35,75;1;Monday
1024;2024-01-08 05:19;Utilities;45,54;1;Monday
1100;2024-01-08 06:03;Social;88,65;1;Monday
1051;2024-01-08 06:46;Utilities;15,36;1;Monday
1007;2024-01-08 07:30;Utilities;17,22;1;Monday
1090;2024-01-08 08:14;Utilities;6,9;1;Monday
1064;2024-01-08 08:57;Entertainment;6,53;1;Monday
1001;2024-01-08 09:41;Productivity;40,75;1;Monday
1099;2024-01-08 10:25;Utilities;86,93;1;Monday
1088;2024-01-08 11:08;Social;65,85;1;Monday
1091;2024-01-08 11:52;Utilities;39,69;1;Monday
1005;2024-01-08 12:36;Productivity;70,22;1;Monday
1036;2024-01-08 13:19;Social;20,34;1;Monday
1097;2024-01-08 14:03;Utilities;12,75;1;Monday
1021;2024-01-08 14:47;Social;10,58;1;Monday
1090;2024-01-08 15:31;Entertainment;2,61;1;Monday
1081;2024-01-08 16:14;Social;21,22;1;Monday
1099;2024-01-08 16:58;Utilities;7,25;1;Monday
1056;2024-01-08 17:42;Productivity;21,36;1;Monday
1032;2024-01-08 18:25;Productivity;32,69;1;Monday
1063;2024-01-08 19:09;Productivity;4,3;1;Monday
1091;2024-01-08 19:53;Productivity;10,17;1;Monday
1059;2024-01-08 20:36;Social;11,35;1;Monday
1026;2024-01-08 21:20;Utilities;11,11;1;Monday
1015;2024-01-08 22:04;Entertainment;71,7;1;Monday
1076;2024-01-08 22:47;Entertainment;0,64;1;Monday
1092;2024-01-08 23:31;Productivity;23,31;1;Monday
1014;2024-01-09 00:15;Productivity;15,22;2;Tuesday
1078;2024-01-09 00:59;Social;24,1;2;Tuesday
1100;2024-01-09 01:42;Utilities;31,75;2;Tuesday
1077;2024-01-09 02:26;Utilities;21,66;2;Tuesday
1012;2024-01-09 03:10;Social;37,59;2;Tuesday
1079;2024-01-09 03:53;Entertainment;3,23;2;Tuesday
1056;2024-01-09 04:37;Utilities;21,67;2;Tuesday
1014;2024-01-09 05:21;Social;5,92;2;Tuesday
1044;2024-01-09 06:04;Utilities;18,79;2;Tuesday
1015;2024-01-09 06:48;Social;8,31;2;Tuesday
1066;2024-01-09 07:32;Utilities;54,89;2;Tuesday
1023;2024-01-09 08:16;Productivity;24,51;2;Tuesday
1079;2024-01-09 08:59;Entertainment;4,19;2;Tuesday
1022;2024-01-09 09:43;Social;16,68;2;Tuesday
1060;2024-01-09 10:27;Entertainment;1,11;2;Tuesday
1056;2024-01-09 11:10;Productivity;76,96;2;Tuesday
1086;2024-01-09 11:54;Social;15,6;2;Tuesday
1006;2024-01-09 12:38;Utilities;44,21;2;Tuesday
1042;2024-01-09 13:21;Social;29,46;2;Tuesday
1066;2024-01-09 14:05;Social;6,08;2;Tuesday
1005;2024-01-09 14:49;Productivity;50,26;2;Tuesday
1015;2024-01-09 15:32;Social;63,15;2;Tuesday
1042;2024-01-09 16:16;Productivity;54,07;2;Tuesday
1011;2024-01-09 17:00;Social;38,14;2;Tuesday
1008;2024-01-09 17:44;Utilities;1,98;2;Tuesday
1073;2024-01-09 18:27;Productivity;3,77;2;Tuesday
1065;2024-01-09 19:11;Productivity;46,15;2;Tuesday
1041;2024-01-09 19:55;Productivity;2,65;2;Tuesday
1055;2024-01-09 20:38;Entertainment;12,8;2;Tuesday
1002;2024-01-09 21:22;Productivity;34,7;2;Tuesday
1003;2024-01-09 22:06;Entertainment;3,36;2;Tuesday
1068;2024-01-09 22:49;Entertainment;14,13;2;Tuesday
1012;2024-01-09 23:33;Productivity;31,68;2;Tuesday
1078;2024-01-10 00:17;Social;88,39;3;Wednesday
1034;2024-01-10 01:00;Entertainment;8,26;3;Wednesday
1013;2024-01-10 01:44;Social;84,42;3;Wednesday
1094;2024-01-10 02:28;Social;6,95;3;Wednesday
1005;2024-01-10 03:12;Entertainment;61,47;3;Wednesday
1044;2024-01-10 03:55;Entertainment;73,77;3;Wednesday
1047;2024-01-10 04:39;Social;5,37;3;Wednesday
1027;2024-01-10 05:23;Social;48,78;3;Wednesday
1021;2024-01-10 06:06;Productivity;10,84;3;Wednesday
1039;2024-01-10 06:50;Entertainment;11,76;3;Wednesday
1096;2024-01-10 07:34;Productivity;26,86;3;Wednesday
1044;2024-01-10 08:17;Utilities;67,35;3;Wednesday
1099;2024-01-10 09:01;Social;64,89;3;Wednesday
1073;2024-01-10 09:45;Productivity;5,37;3;Wednesday
1085;2024-01-10 10:29;Social;9,01;3;Wednesday
1014;2024-01-10 11:12;Social;134,82;3;Wednesday
1006;2024-01-10 11:56;Entertainment;28,89;3;Wednesday
1094;2024-01-10 12:40;Social;18,55;3;Wednesday
1013;2024-01-10 13:23;Productivity;117,82;3;Wednesday
1001;2024-01-10 14:07;Productivity;95,04;3;Wednesday
1022;2024-01-10 14:51;Social;124,84;3;Wednesday
1007;2024-01-10 15:34;Utilities;4,64;3;Wednesday
1038;2024-01-10 16:18;Entertainment;141,37;3;Wednesday
1014;2024-01-10 17:02;Social;20,02;3;Wednesday
1044;2024-01-10 17:45;Social;2,81;3;Wednesday
1005;2024-01-10 18:29;Entertainment;38,99;3;Wednesday
1029;2024-01-10 19:13;Social;20,53;3;Wednesday
1013;2024-01-10 19:57;Entertainment;9,98;3;Wednesday
1014;2024-01-10 20:40;Entertainment;26,57;3;Wednesday
1016;2024-01-10 21:24;Productivity;1,18;3;Wednesday
1022;2024-01-10 22:08;Productivity;31,58;3;Wednesday
1087;2024-01-10 22:51;Productivity;31,47;3;Wednesday
1047;2024-01-10 23:35;Productivity;26,74;3;Wednesday
1048;2024-01-11 00:19;Utilities;4,08;4;Thursday
1047;2024-01-11 01:02;Entertainment;30,22;4;Thursday
1004;2024-01-11 01:46;Social;15,95;4;Thursday
1053;2024-01-11 02:30;Utilities;23,67;4;Thursday
1053;2024-01-11 03:13;Productivity;27,23;4;Thursday
1072;2024-01-11 03:57;Entertainment;11,42;4;Thursday
1034;2024-01-11 04:41;Social;21,78;4;Thursday
1038;2024-01-11 05:25;Productivity;33,2;4;Thursday
1088;2024-01-11 06:08;Entertainment;4,51;4;Thursday
1086;2024-01-11 06:52;Entertainment;38,31;4;Thursday
1074;2024-01-11 07:36;Utilities;53,35;4;Thursday
1097;2024-01-11 08:19;Productivity;48,4;4;Thursday
1053;2024-01-11 09:03;Social;35,4;4;Thursday
1012;2024-01-11 09:47;Entertainment;28,18;4;Thursday
1014;2024-01-11 10:30;Entertainment;5,83;4;Thursday
1046;2024-01-11 11:14;Entertainment;5,94;4;Thursday
1086;2024-01-11 11:58;Utilities;108,1;4;Thursday
1079;2024-01-11 12:42;Entertainment;10,89;4;Thursday
1081;2024-01-11 13:25;Entertainment;27,09;4;Thursday
1096;2024-01-11 14:09;Productivity;71,26;4;Thursday
1058;2024-01-11 14:53;Utilities;10,77;4;Thursday
1036;2024-01-11 15:36;Utilities;7,73;4;Thursday
1059;2024-01-11 16:20;Productivity;30,16;4;Thursday
1026;2024-01-11 17:04;Productivity;17,74;4;Thursday
1000;2024-01-11 17:47;Utilities;15,95;4;Thursday
1072;2024-01-11 18:31;Social;2,96;4;Thursday
1021;2024-01-11 19:15;Productivity;55,61;4;Thursday
1021;2024-01-11 19:58;Social;56,89;4;Thursday
1050;2024-01-11 20:42;Utilities;105,96;4;Thursday
1058;2024-01-11 21:26;Utilities;103,32;4;Thursday
1011;2024-01-11 22:10;Social;9,2;4;Thursday
1025;2024-01-11 22:53;Entertainment;82,22;4;Thursday
1047;2024-01-11 23:37;Entertainment;1,03;4;Thursday
1033;2024-01-12 00:21;Utilities;10,53;5;Friday
1058;2024-01-12 01:04;Social;6,24;5;Friday
1039;2024-01-12 01:48;Utilities;24,86;5;Friday
1077;2024-01-12 02:32;Entertainment;35,91;5;Friday
1017;2024-01-12 03:15;Productivity;2,65;5;Friday
1029;2024-01-12 03:59;Productivity;0,01;5;Friday
1083;2024-01-12 04:43;Entertainment;49,95;5;Friday
1082;2024-01-12 05:26;Social;14,68;5;Friday
1049;2024-01-12 06:10;Productivity;13,56;5;Friday
1057;2024-01-12 06:54;Utilities;22,7;5;Friday
1053;2024-01-12 07:38;Utilities;27,9;5;Friday
1092;2024-01-12 08:21;Utilities;5,56;5;Friday
1098;2024-01-12 09:05;Utilities;31,11;5;Friday
1032;2024-01-12 09:49;Utilities;18,92;5;Friday
1087;2024-01-12 10:32;Entertainment;23,33;5;Friday
1000;2024-01-12 11:16;Productivity;2,78;5;Friday
1053;2024-01-12 12:00;Productivity;24,17;5;Friday
1037;2024-01-12 12:43;Productivity;35,93;5;Friday
1097;2024-01-12 13:27;Utilities;26,13;5;Friday
1033;2024-01-12 14:11;Entertainment;37,71;5;Friday
1055;2024-01-12 14:55;Productivity;4,37;5;Friday
1096;2024-01-12 15:38;Utilities;64,23;5;Friday
1097;2024-01-12 16:22;Social;39,25;5;Friday
1003;2024-01-12 17:06;Entertainment;9,62;5;Friday
1001;2024-01-12 17:49;Social;90,06;5;Friday
1007;2024-01-12 18:33;Utilities;8,73;5;Friday
1073;2024-01-12 19:17;Social;6,19;5;Friday
1048;2024-01-12 20:00;Social;25,58;5;Friday
1094;2024-01-12 20:44;Productivity;40,94;5;Friday
1046;2024-01-12 21:28;Entertainment;11,19;5;Friday
1091;2024-01-12 22:11;Utilities;9,75;5;Friday
1043;2024-01-12 22:55;Entertainment;79,17;5;Friday
1092;2024-01-12 23:39;Entertainment;36,27;5;Friday
1003;2024-01-13 00:23;Entertainment;17,71;6;Saturday
1032;2024-01-13 01:06;Productivity;82,34;6;Saturday
1033;2024-01-13 01:50;Social;10,76;6;Saturday
1066;2024-01-13 02:34;Entertainment;0,65;6;Saturday
1007;2024-01-13 03:17;Entertainment;23,68;6;Saturday
1062;2024-01-13 04:01;Entertainment;22,1;6;Saturday
1049;2024-01-13 04:45;Utilities;53,4;6;Saturday
1005;2024-01-13 05:28;Productivity;5,52;6;Saturday
1056;2024-01-13 06:12;Productivity;9,17;6;Saturday
1075;2024-01-13 06:56;Entertainment;26,17;6;Saturday
1005;2024-01-13 07:39;Entertainment;20,31;6;Saturday
1078;2024-01-13 08:23;Social;5,27;6;Saturday
1067;2024-01-13 09:07;Productivity;42,76;6;Saturday
1057;2024-01-13 09:51;Utilities;0,05;6;Saturday
1080;2024-01-13 10:34;Entertainment;3,79;6;Saturday
1084;2024-01-13 11:18;Productivity;1,79;6;Saturday
1082;2024-01-13 12:02;Utilities;2,05;6;Saturday
1086;2024-01-13 12:45;Utilities;12,82;6;Saturday
1046;2024-01-13 13:29;Entertainment;64,69;6;Saturday
1096;2024-01-13 14:13;Entertainment;3,35;6;Saturday
1085;2024-01-13 14:56;Productivity;16,11;6;Saturday
1009;2024-01-13 15:40;Social;26,57;6;Saturday
1024;2024-01-13 16:24;Utilities;29,42;6;Saturday
1062;2024-01-13 17:08;Productivity;46,87;6;Saturday
1008;2024-01-13 17:51;Social;11,81;6;Saturday
1009;2024-01-13 18:35;Social;32,82;6;Saturday
1015;2024-01-13 19:19;Social;24,92;6;Saturday
1084;2024-01-13 20:02;Entertainment;43,53;6;Saturday
1040;2024-01-13 20:46;Social;142,66;6;Saturday
1083;2024-01-13 21:30;Productivity;95,2;6;Saturday
1073;2024-01-13 22:13;Entertainment;48,71;6;Saturday
1053;2024-01-13 22:57;Utilities;1,08;6;Saturday
1066;2024-01-13 23:41;Utilities;5,01;6;Saturday
1082;2024-01-14 00:24;Productivity;12,65;7;Sunday
1006;2024-01-14 01:08;Productivity;6,01;7;Sunday
1004;2024-01-14 01:52;Utilities;5,45;7;Sunday
1077;2024-01-14 02:36;Entertainment;16,76;7;Sunday
1093;2024-01-14 03:19;Social;95,03;7;Sunday
1083;2024-01-14 04:03;Social;24,16;7;Sunday
1038;2024-01-14 04:47;Utilities;8,75;7;Sunday
1066;2024-01-14 05:30;Entertainment;13,16;7;Sunday
1030;2024-01-14 06:14;Entertainment;38,47;7;Sunday
1064;2024-01-14 06:58;Entertainment;6,27;7;Sunday
1089;2024-01-14 07:41;Productivity;17,71;7;Sunday
1021;2024-01-14 08:25;Utilities;2,45;7;Sunday
1056;2024-01-14 09:09;Productivity;54,48;7;Sunday
1007;2024-01-14 09:52;Entertainment;56,26;7;Sunday
1066;2024-01-14 10:36;Entertainment;17,37;7;Sunday
1080;2024-01-14 11:20;Entertainment;27,93;7;Sunday
1064;2024-01-14 12:04;Productivity;15,56;7;Sunday
1092;2024-01-14 12:47;Social;4,36;7;Sunday
1045;2024-01-14 13:31;Social;9,66;7;Sunday
1025;2024-01-14 14:15;Productivity;50,6;7;Sunday
1093;2024-01-14 14:58;Social;26,4;7;Sunday
1094;2024-01-14 15:42;Social;11,63;7;Sunday
1028;2024-01-14 16:26;Productivity;4,88;7;Sunday
1082;2024-01-14 17:09;Utilities;22,22;7;Sunday
1003;2024-01-14 17:53;Utilities;75,98;7;Sunday
1037;2024-01-14 18:37;Entertainment;4,27;7;Sunday
1006;2024-01-14 19:21;Entertainment;4,66;7;Sunday
1061;2024-01-14 20:04;Entertainment;39,33;7;Sunday
1070;2024-01-14 20:48;Productivity;34,01;7;Sunday
1006;2024-01-14 21:32;Utilities;15,37;7;Sunday
1035;2024-01-14 22:15;Social;48,28;7;Sunday
1077;2024-01-14 22:59;Social;25,72;7;Sunday
1068;2024-01-14 23:43;Productivity;5,77;7;Sunday
1092;2024-01-15 00:26;Social;7,23;1;Monday
1011;2024-01-15 01:10;Social;21,11;1;Monday
1039;2024-01-15 01:54;Utilities;6,58;1;Monday
1062;2024-01-15 02:37;Utilities;37,61;1;Monday
1049;2024-01-15 03:21;Entertainment;29,17;1;Monday
1093;2024-01-15 04:05;Social;31,42;1;Monday
1078;2024-01-15 04:49;Social;8,08;1;Monday
1022;2024-01-15 05:32;Social;10,66;1;Monday
